IGN,Real Name,Stats
mindfreak,Aaron Leonhart,"['Omen', '(4) 50%', '84', '0.99', '199.5', '0.92', '132.0', '76%', '0.70', '0.33', '0.05', '0.04', '59', '64', '28', '4', '3']","['Viper', '(2) 25%', '37', '1.12', '243.0', '1.26', '146.4', '78%', '0.92', '0.38', '0.05', '0.08', '34', '27', '14', '2', '3']","['Brimstone', '(1) 13%', '19', '1.27', '187.0', '1.22', '121.4', '84%', '0.58', '0.84', '0.05', '0.00', '11', '9', '16', '1', '0']"
f0rsakeN,Jason Susanto,"['Breach', '(2) 25%', '45', '0.45', '107.0', '0.43', '70.9', '62%', '0.36', '0.29', '0.07', '0.16', '16', '37', '13', '3', '7']","['Sova', '(2) 25%', '37', '1.29', '245.0', '1.35', '171.4', '70%', '0.95', '0.22', '0.05', '0.08', '35', '26', '8', '2', '3']","['Kayo', '(1) 13%', '22', '1.32', '239.0', '1.12', '145.7', '77%', '0.86', '0.64', '0.05', '0.09', '19', '17', '14', '1', '2']"
d4v41,Khalish Rusyaidee,"['Sage', '(2) 29%', '45', '1.13', '206.0', '1.16', '134.0', '69%', '0.80', '0.20', '0.07', '0.04', '36', '31', '9', '3', '2']","['Killjoy', '(2) 29%', '37', '0.69', '132.5', '0.58', '100.7', '73%', '0.41', '0.30', '0.00', '0.11', '15', '26', '11', '0', '4']","['Fade', '(1) 14%', '22', '0.91', '225.0', '0.89', '144.8', '77%', '0.73', '0.27', '0.09', '0.09', '16', '18', '6', '2', '2']"
something,Ilya Petrov,"['Jett', '(4) 57%', '76', '0.90', '214.8', '0.95', '134.3', '64%', '0.72', '0.13', '0.16', '0.16', '55', '58', '10', '12', '12']","['Gekko', '(3) 43%', '64', '0.96', '192.0', '0.91', '133.0', '73%', '0.66', '0.41', '0.09', '0.13', '42', '46', '26', '6', '8']"
Crws,Thanamethk Mahatthananuyut,"['Fade', '(2) 50%', '40', '0.52', '138.0', '0.55', '89.5', '63%', '0.45', '0.25', '0.08', '0.10', '18', '33', '10', '3', '4']","['Omen', '(1) 25%', '24', '0.59', '125.0', '0.63', '94.2', '63%', '0.42', '0.29', '0.00', '0.17', '10', '16', '7', '0', '4']","['Kayo', '(1) 25%', '21', '0.41', '134.0', '0.56', '91.0', '57%', '0.48', '0.14', '0.05', '0.19', '10', '18', '3', '1', '4']"
Governor,Peter No,"['Raze', '(14) 44%', '264', '1.16', '261.5', '1.30', '165.0', '77%', '0.89', '0.17', '0.25', '0.13', '236', '182', '45', '66', '34']","['Jett', '(11) 34%', '208', '1.39', '297.2', '1.69', '182.2', '79%', '1.04', '0.20', '0.26', '0.13', '216', '128', '42', '54', '27']","['Neon', '(3) 9%', '64', '0.88', '208.3', '0.96', '130.9', '72%', '0.70', '0.23', '0.19', '0.17', '45', '47', '15', '12', '11']"
ban,Joseph Seungmin Oh,"['Skye', '(1) 25%', '24', '1.32', '190.0', '1.50', '122.2', '79%', '0.75', '0.42', '0.00', '0.00', '18', '12', '10', '0', '0']","['Phoenix', '(1) 25%', '21', '0.71', '130.0', '0.71', '78.0', '62%', '0.48', '0.10', '0.14', '0.14', '10', '14', '2', '3', '3']","['Cypher', '(1) 25%', '21', '1.00', '232.0', '1.13', '155.0', '76%', '0.86', '0.14', '0.05', '0.10', '18', '16', '3', '1', '2']"
JitBoyS,Jittana Nokngam,"['Omen', '(2) 50%', '40', '0.66', '171.0', '0.65', '110.4', '73%', '0.55', '0.28', '0.10', '0.00', '22', '34', '11', '4', '0']","['Viper', '(1) 25%', '24', '1.05', '220.0', '1.06', '143.0', '75%', '0.75', '0.08', '0.25', '0.04', '18', '17', '2', '6', '1']","['Clove', '(1) 25%', '21', '0.61', '165.0', '0.56', '104.0', '67%', '0.48', '0.29', '0.10', '0.24', '10', '18', '6', '2', '5']"
primmie,Papaphat Sriprapha,"['Yoru', '(1) 25%', '24', '1.15', '222.0', '1.29', '137.8', '79%', '0.75', '0.42', '0.08', '0.08', '18', '14', '10', '2', '2']","['Sage', '(1) 25%', '21', '1.44', '277.0', '1.69', '161.4', '76%', '1.05', '0.24', '0.05', '0.05', '22', '13', '5', '1', '1']","['Raze', '(1) 25%', '21', '1.32', '281.0', '1.40', '177.2', '71%', '1.00', '0.19', '0.14', '0.10', '21', '15', '4', '3', '2']"
nobody,Wang Senxu,"['Sova', '(12) 57%', '258', '0.90', '181.4', '0.90', '121.4', '69%', '0.62', '0.25', '0.09', '0.10', '160', '177', '65', '24', '26']","['Fade', '(5) 24%', '100', '1.11', '185.2', '1.23', '116.8', '77%', '0.70', '0.35', '0.04', '0.08', '70', '57', '35', '4', '8']","['Gekko', '(4) 19%', '91', '0.83', '170.5', '0.81', '110.8', '74%', '0.57', '0.29', '0.09', '0.12', '52', '64', '26', '8', '11']"
ZmjjKK,Zheng Yongkang,"['Neon', '(12) 57%', '245', '1.13', '269.5', '1.24', '167.7', '70%', '0.93', '0.26', '0.27', '0.22', '229', '184', '63', '66', '53']","['Jett', '(5) 24%', '113', '1.03', '220.0', '1.14', '144.9', '69%', '0.81', '0.15', '0.19', '0.15', '91', '80', '17', '22', '17']","['Raze', '(4) 19%', '91', '1.11', '233.0', '1.14', '160.7', '67%', '0.81', '0.16', '0.19', '0.16', '74', '65', '15', '17', '15']"
Smoggy,Zhang Zhao,"['Omen', '(9) 43%', '191', '1.06', '174.4', '1.11', '112.3', '76%', '0.64', '0.37', '0.04', '0.04', '123', '111', '70', '8', '8']","['Clove', '(5) 24%', '100', '1.27', '268.6', '1.34', '167.4', '77%', '0.94', '0.42', '0.10', '0.06', '94', '70', '42', '10', '6']","['Brimstone', '(4) 19%', '91', '1.34', '232.0', '1.42', '147.9', '81%', '0.82', '0.42', '0.04', '0.04', '75', '53', '38', '4', '4']"
S1Mon,Hsien Meng-Hsun,"['Kayo', '(9) 43%', '193', '0.96', '165.6', '0.85', '106.5', '78%', '0.54', '0.56', '0.07', '0.04', '105', '124', '109', '14', '7']","['Breach', '(8) 38%', '165', '1.03', '168.3', '0.92', '114.5', '77%', '0.59', '0.52', '0.05', '0.02', '98', '107', '86', '9', '3']","['Fade', '(4) 19%', '91', '0.96', '154.8', '0.95', '104.7', '69%', '0.58', '0.27', '0.07', '0.07', '53', '56', '25', '6', '6']"
CHICHOO,Wan Shunzhi,"['Cypher', '(7) 33%', '145', '1.12', '213.4', '1.16', '137.6', '72%', '0.74', '0.30', '0.12', '0.06', '108', '93', '43', '17', '9']","['Omen', '(5) 24%', '100', '1.33', '237.0', '1.49', '152.3', '86%', '0.85', '0.42', '0.10', '0.03', '85', '57', '42', '10', '3']","['Viper', '(4) 19%', '91', '1.08', '209.5', '1.08', '143.2', '73%', '0.74', '0.22', '0.13', '0.09', '67', '62', '20', '12', '8']"
Autumn,Kale Dunne,"['Chamber', '(3) 60%', '61', '1.10', '217.3', '1.17', '134.3', '67%', '0.80', '0.10', '0.26', '0.15', '49', '42', '6', '16', '9']","['Viper', '(2) 40%', '54', '1.05', '203.5', '1.06', '134.6', '76%', '0.69', '0.39', '0.06', '0.04', '37', '35', '21', '3', '2']"
Life,Qu Donghao,"['Yoru', '(3) 60%', '69', '0.75', '187.0', '0.79', '122.7', '64%', '0.61', '0.16', '0.14', '0.17', '42', '53', '11', '10', '12']","['Raze', '(1) 20%', '28', '0.69', '167.0', '0.81', '120.2', '57%', '0.61', '0.14', '0.18', '0.29', '17', '21', '4', '5', '8']","['Viper', '(1) 20%', '18', '0.56', '151.0', '0.67', '85.7', '56%', '0.56', '0.06', '0.00', '0.28', '10', '15', '1', '0', '5']"
BerLIN,Zhang Bolin,"['Omen', '(3) 60%', '69', '0.93', '157.7', '0.93', '105.4', '74%', '0.58', '0.30', '0.09', '0.09', '40', '43', '21', '6', '6']","['Astra', '(1) 20%', '28', '1.03', '212.0', '1.00', '142.6', '68%', '0.71', '0.39', '0.18', '0.04', '20', '20', '11', '5', '1']","['Breach', '(1) 20%', '18', '0.96', '208.0', '0.79', '131.1', '50%', '0.61', '0.50', '0.00', '0.11', '11', '14', '9', '0', '2']"
AAAAY,Zhang Yang,"['Fade', '(3) 60%', '69', '1.06', '204.0', '1.15', '139.5', '65%', '0.77', '0.19', '0.09', '0.06', '53', '46', '13', '6', '4']","['Gekko', '(2) 40%', '46', '0.83', '148.5', '0.90', '97.8', '72%', '0.61', '0.15', '0.07', '0.04', '28', '31', '7', '3', '2']"
Lysoar,Liang Youhao,"['Omen', '(2) 40%', '46', '0.79', '157.5', '0.77', '112.0', '76%', '0.59', '0.20', '0.02', '0.04', '27', '35', '9', '1', '2']","['Viper', '(2) 40%', '43', '0.88', '159.0', '0.73', '118.6', '67%', '0.51', '0.51', '0.05', '0.02', '22', '30', '22', '2', '1']","['Cypher', '(1) 20%', '26', '0.92', '200.0', '0.85', '130.7', '65%', '0.65', '0.42', '0.08', '0.08', '17', '20', '11', '2', '2']"
Biank,Zhong Jianfei,"['Sova', '(6) 60%', '129', '0.81', '171.7', '0.79', '114.4', '63%', '0.57', '0.34', '0.10', '0.12', '73', '92', '44', '13', '15']","['Skye', '(3) 30%', '63', '0.91', '150.7', '0.78', '91.8', '70%', '0.49', '0.40', '0.10', '0.11', '31', '40', '25', '6', '7']","['Fade', '(1) 10%', '16', '0.54', '173.0', '0.69', '105.3', '56%', '0.56', '0.13', '0.06', '0.06', '9', '13', '2', '1', '1']"
LuoK1ng,Zhang Zhanpeng,"['Omen', '(6) 60%', '127', '0.99', '190.3', '1.03', '126.9', '73%', '0.72', '0.33', '0.07', '0.06', '91', '88', '42', '9', '7']","['Brimstone', '(3) 30%', '63', '1.07', '209.3', '1.20', '132.2', '75%', '0.78', '0.32', '0.10', '0.03', '49', '41', '20', '6', '2']","['Astra', '(1) 10%', '18', '1.32', '246.0', '1.25', '159.3', '72%', '0.83', '0.61', '0.00', '0.00', '15', '12', '11', '0', '0']"
heybay,Ho Shun Hei,"['Breach', '(3) 30%', '65', '0.90', '181.3', '0.82', '118.2', '77%', '0.63', '0.38', '0.03', '0.08', '41', '50', '25', '2', '5']","['Kayo', '(3) 30%', '64', '0.70', '139.3', '0.68', '89.1', '73%', '0.47', '0.44', '0.08', '0.06', '30', '44', '28', '5', '4']","['Deadlock', '(3) 30%', '63', '1.05', '185.0', '1.05', '123.3', '76%', '0.67', '0.38', '0.06', '0.10', '42', '40', '24', '4', '6']"
FengF,Song Xuefeng,"['Raze', '(7) 70%', '144', '0.89', '196.6', '0.93', '128.3', '67%', '0.67', '0.09', '0.12', '0.17', '96', '103', '13', '17', '24']","['Killjoy', '(2) 20%', '46', '1.12', '235.0', '1.43', '151.6', '67%', '0.87', '0.09', '0.15', '0.09', '40', '28', '4', '7', '4']","['Cypher', '(1) 10%', '18', '0.91', '185.0', '0.85', '116.2', '67%', '0.61', '0.22', '0.22', '0.06', '11', '13', '4', '4', '1']"
Kai,Lu Zhinan,"['Cypher', '(6) 60%', '128', '1.08', '204.3', '1.05', '139.1', '70%', '0.71', '0.20', '0.13', '0.12', '91', '87', '25', '16', '15']","['Jett', '(3) 30%', '64', '1.29', '267.7', '1.48', '173.5', '75%', '0.97', '0.13', '0.20', '0.14', '62', '42', '8', '13', '9']","['Killjoy', '(1) 10%', '16', '0.53', '110.0', '0.36', '89.3', '50%', '0.31', '0.19', '0.00', '0.13', '5', '14', '3', '0', '2']"
Flex1n,Lo Rui,"['Omen', '(2) 50%', '39', '0.81', '161.5', '0.67', '125.8', '72%', '0.56', '0.31', '0.08', '0.10', '22', '33', '12', '3', '4']","['Brimstone', '(1) 25%', '22', '0.81', '169.0', '0.75', '113.5', '64%', '0.55', '0.32', '0.14', '0.00', '12', '16', '7', '3', '0']","['Viper', '(1) 25%', '17', '1.37', '238.0', '1.45', '145.7', '88%', '0.94', '0.35', '0.12', '0.12', '16', '11', '6', '2', '2']"
Knight,Liu Yuxiang,"['Breach', '(2) 50%', '39', '0.89', '159.0', '0.69', '101.3', '69%', '0.56', '0.49', '0.03', '0.05', '22', '32', '19', '1', '2']","['Cypher', '(1) 25%', '22', '0.90', '166.0', '1.00', '108.6', '59%', '0.64', '0.23', '0.05', '0.05', '14', '14', '5', '1', '1']","['Sage', '(1) 25%', '17', '0.47', '105.0', '0.29', '69.6', '59%', '0.24', '0.53', '0.00', '0.12', '4', '14', '9', '0', '2']"
whzy,Wang Haozhe,"['Neon', '(2) 50%', '39', '0.86', '227.5', '0.80', '134.0', '62%', '0.72', '0.33', '0.23', '0.23', '28', '35', '13', '9', '9']","['Raze', '(1) 25%', '22', '1.30', '305.0', '1.44', '190.6', '82%', '1.05', '0.05', '0.18', '0.09', '23', '16', '1', '4', '2']","['Jett', '(1) 25%', '17', '0.57', '221.0', '0.65', '138.1', '53%', '0.65', '0.12', '0.06', '0.41', '11', '17', '2', '1', '7']"
Yosemite,Wang Lei,"['Viper', '(2) 50%', '44', '0.55', '95.5', '0.43', '70.7', '55%', '0.30', '0.30', '0.05', '0.16', '13', '30', '13', '2', '7']","['Cypher', '(1) 25%', '17', '0.63', '115.0', '0.43', '75.1', '59%', '0.35', '0.18', '0.06', '0.06', '6', '14', '3', '1', '1']","['Killjoy', '(1) 25%', '17', '0.76', '202.0', '0.75', '130.9', '53%', '0.71', '0.12', '0.06', '0.00', '12', '16', '2', '1', '0']"
nephh,Marcus Tan,"['Fade', '(2) 50%', '39', '0.79', '183.5', '0.75', '107.0', '56%', '0.62', '0.23', '0.03', '0.15', '24', '32', '9', '1', '6']","['Skye', '(1) 25%', '22', '1.05', '190.0', '0.93', '125.1', '68%', '0.59', '0.55', '0.14', '0.05', '13', '14', '12', '3', '1']","['Kayo', '(1) 25%', '17', '0.37', '111.0', '0.31', '79.1', '47%', '0.29', '0.24', '0.00', '0.12', '5', '16', '4', '0', '2']"
